amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
765835,open-space-and-leisure,3_18_2253_OUT-da,3_18_2253_OUT-c14,,2021-02-12,local-authority-eng:EHE,2019-12-19,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2253-OUT-c14
5.7E+3,monitoring-fees,3_18_2253_OUT-da,3_18_2253_OUT-c16,,2021-02-12,local-authority-eng:EHE,2019-12-19,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2253-OUT-c16
476234,open-space-and-leisure,3_18_2253_OUT-da,3_18_2253_OUT-c17,,2021-02-12,local-authority-eng:EHE,2019-12-19,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2253-OUT-c17
5E+4,open-space-and-leisure,3_18_2253_OUT-da,3_18_2253_OUT-c22,,2021-02-12,local-authority-eng:EHE,2019-12-19,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2253-OUT-c22
,affordable-housing,3_18_2465_OUT-da,3_18_2465_OUT -c1,,2021-02-12,local-authority-eng:EHE,2019-12-19,56,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2465-OUT--c1
38145,open-space-and-leisure,3_18_2465_OUT-da,3_18_2465_OUT -c3,,2021-02-12,local-authority-eng:EHE,2019-12-19,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2465-OUT--c3
68872,community-facilities,3_18_2465_OUT-da,3_18_2465_OUT -c5,,2021-02-12,local-authority-eng:EHE,2019-12-19,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2465-OUT--c5
68261,health,3_18_2465_OUT-da,3_18_2465_OUT -c6,,2021-02-12,local-authority-eng:EHE,2019-12-19,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2465-OUT--c6
265426.2,health,3_18_2465_OUT-da,3_18_2465_OUT -c8,,2021-02-12,local-authority-eng:EHE,2019-12-19,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2465-OUT--c8
93255.47,community-facilities,3_18_2465_OUT-da,3_18_2465_OUT -c9,,2021-02-12,local-authority-eng:EHE,2019-12-19,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2465-OUT--c9
72922,health,3_18_2465_OUT-da,3_18_2465_OUT -c11,,2021-02-12,local-authority-eng:EHE,2019-12-19,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2465-OUT--c11
2.7E+4,community-facilities,3_18_2465_OUT-da,3_18_2465_OUT -c13,,2021-02-12,local-authority-eng:EHE,2019-12-19,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2465-OUT--c13
258272.84,open-space-and-leisure,3_18_2465_OUT-da,3_18_2465_OUT -c16,,2021-02-12,local-authority-eng:EHE,2019-12-19,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-2465-OUT--c16
,affordable-housing,3_18_1523_FUL-da,3_18_1523_FUL-c1,,2021-02-12,local-authority-eng:EHE,2020-01-16,80,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1523-FUL-c1
22493,community-facilities,3_18_1523_FUL-da,3_18_1523_FUL-c2,,2021-02-12,local-authority-eng:EHE,2020-01-16,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1523-FUL-c2
1.4156E+5,health,3_18_1523_FUL-da,3_18_1523_FUL-c4,,2021-02-12,local-authority-eng:EHE,2020-01-16,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1523-FUL-c4
1.2E+3,monitoring-fees,3_18_1523_FUL-da,3_18_1523_FUL-c6,,2021-02-12,local-authority-eng:EHE,2020-01-16,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1523-FUL-c6
,affordable-housing,3_19_0308_FUL-da,3_19_0308_FUL-c1,,2021-02-12,local-authority-eng:EHE,2020-01-23,19,/developer-agreement-contribution/local-authority-eng/EHE/3-19-0308-FUL-c1
4802.98,open-space-and-leisure,3_19_0308_FUL-da,3_19_0308_FUL-c2,,2021-02-12,local-authority-eng:EHE,2020-01-23,,/developer-agreement-contribution/local-authority-eng/EHE/3-19-0308-FUL-c2
11741.83,green-infrastructure,3_19_0308_FUL-da,3_19_0308_FUL-c5,,2021-02-12,local-authority-eng:EHE,2020-01-23,,/developer-agreement-contribution/local-authority-eng/EHE/3-19-0308-FUL-c5
32519.23,open-space-and-leisure,3_19_0308_FUL-da,3_19_0308_FUL-c6,,2021-02-12,local-authority-eng:EHE,2020-01-23,,/developer-agreement-contribution/local-authority-eng/EHE/3-19-0308-FUL-c6
,affordable-housing,3_18_1760_FUL-da,3_18_1760_FUL-c1,,2021-02-12,local-authority-eng:EHE,2020-03-27,56,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c1
2.1E+3,monitoring-fees,3_18_1760_FUL-da,3_18_1760_FUL-c8,,2021-02-12,local-authority-eng:EHE,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c8
25128,open-space-and-leisure,3_18_1760_FUL-da,3_18_1760_FUL-c8,,2021-02-12,local-authority-eng:EHE,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c8
1.2276E+5,open-space-and-leisure,3_18_1760_FUL-da,3_18_1760_FUL-c9,,2021-02-12,local-authority-eng:EHE,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c9
25192,community-facilities,3_18_1760_FUL-da,3_18_1760_FUL-c10,,2021-02-12,local-authority-eng:EHE,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c10
13408,green-infrastructure,3_18_1760_FUL-da,3_18_1760_FUL-c11,,2021-02-12,local-authority-eng:EHE,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c11
99092,health,3_18_1760_FUL-da,3_18_1760_FUL-c12,,2021-02-12,local-authority-eng:EHE,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c12
,,,2020 to 2021,,2021-02-12,local-authority-eng:EHE,,,/developer-agreement-contribution/local-authority-eng/EHE/2020-to-2021
