amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
1.445E+4,affordable-housing,IFS679,IFS679/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-10-15,,/developer-agreement-contribution/local-authority-eng/ERY/IFS679-affordable-housing-off-site
304953,open-space-and-leisure,IFS679,IFS679/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-10-15,,/developer-agreement-contribution/local-authority-eng/ERY/IFS679-open-space-and-leisure-off-site
0,open-space-and-leisure,IFS679,IFS679/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-10-15,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS679-open-space-and-leisure-on-site
5E+2,other,IFS679,IFS679/other_pspo,,2020-12-31,local-authority-eng:ERY,2019-10-15,,/developer-agreement-contribution/local-authority-eng/ERY/IFS679-other-pspo
2.364E+5,education,IFS655,IFS655/education,,2020-12-31,local-authority-eng:ERY,2019-04-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS655-education
369446,open-space-and-leisure,IFS655,IFS655/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-04-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS655-open-space-and-leisure-off-site
0,affordable-housing,IFS655,IFS655/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-04-09,25,/developer-agreement-contribution/local-authority-eng/ERY/IFS655-affordable-housing-on-site
0,affordable-housing,IFS688,IFS688/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2020-01-21,9,/developer-agreement-contribution/local-authority-eng/ERY/IFS688-affordable-housing-on-site
56416,education,IFS688,IFS688/education,,2020-12-31,local-authority-eng:ERY,2020-01-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS688-education
65569,open-space-and-leisure,IFS688,IFS688/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2020-01-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS688-open-space-and-leisure-off-site
16638,open-space-and-leisure,IFS688,IFS688/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2020-01-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS688-open-space-and-leisure-on-site
5E+2,other,IFS688,IFS688/other_pspo,,2020-12-31,local-authority-eng:ERY,2020-01-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS688-other-pspo
0,affordable-housing,IFS677,IFS677/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-10-11,3,/developer-agreement-contribution/local-authority-eng/ERY/IFS677-affordable-housing-on-site
2.616E+4,open-space-and-leisure,IFS677,IFS677/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-10-11,,/developer-agreement-contribution/local-authority-eng/ERY/IFS677-open-space-and-leisure-off-site
6408,open-space-and-leisure,IFS677,IFS677/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-10-11,,/developer-agreement-contribution/local-authority-eng/ERY/IFS677-open-space-and-leisure-on-site
5E+2,other,IFS677,IFS677/other_pspo,,2020-12-31,local-authority-eng:ERY,2019-10-11,,/developer-agreement-contribution/local-authority-eng/ERY/IFS677-other-pspo
0,education,IFS675,IFS675/education,,2020-12-31,local-authority-eng:ERY,2019-10-09,0,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-education
0,highways,IFS675,IFS675_highways_footbridge-contribution,,2020-12-31,local-authority-eng:ERY,2019-10-09,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-highways-footbridge-contribution
0,highways,IFS675,IFS675_highways_improvement,,2020-12-31,local-authority-eng:ERY,2019-10-09,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-highways-improvement
0,open-space-and-leisure,IFS675,IFS675/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-10-09,4,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-open-space-and-leisure-off-site
116734,open-space-and-leisure,IFS675,IFS675/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-10-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-open-space-and-leisure-on-site
0,highways,IFS675,IFS675_highways_link-road,,2020-12-31,local-authority-eng:ERY,2019-10-09,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-highways-link-road
4.92E+4,affordable-housing,IFS675,IFS675/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-10-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-affordable-housing-off-site
0,affordable-housing,IFS675,IFS675/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-10-09,63,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-affordable-housing-on-site
76712,open-space-and-leisure,IFS663,IFS663/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-07-01,,/developer-agreement-contribution/local-authority-eng/ERY/IFS663-open-space-and-leisure-off-site
4E+3,highways,IFS663,IFS663/highways_tro,,2020-12-31,local-authority-eng:ERY,2019-07-01,,/developer-agreement-contribution/local-authority-eng/ERY/IFS663-highways-tro
0,affordable-housing,IFS663,IFS663/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-07-01,7,/developer-agreement-contribution/local-authority-eng/ERY/IFS663-affordable-housing-on-site
3.09E+4,affordable-housing,IFS686,IFS686/affordable-housing_off-site,2019-11-29,2020-12-31,local-authority-eng:ERY,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS686-affordable-housing-off-site
3.09E+4,affordable-housing,IFS685,IFS685/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-affordable-housing-off-site
0,affordable-housing,IFS686,IFS686/affordable-housing_on-site,2019-11-29,2020-12-31,local-authority-eng:ERY,2019-11-29,31,/developer-agreement-contribution/local-authority-eng/ERY/IFS686-affordable-housing-on-site
0,affordable-housing,IFS685,IFS685/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-11-29,31,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-affordable-housing-on-site
2.55E+5,education,IFS686,IFS686/education,2019-11-29,2020-12-31,local-authority-eng:ERY,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS686-education
2.55E+5,education,IFS685,IFS685/education,,2020-12-31,local-authority-eng:ERY,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-education
0,education,IFS676,IFS676/education,,2020-12-31,local-authority-eng:ERY,2019-10-10,0,/developer-agreement-contribution/local-authority-eng/ERY/IFS676-education
1.545E+4,affordable-housing,IFS664,IFS664/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-07-05,,/developer-agreement-contribution/local-authority-eng/ERY/IFS664-affordable-housing-off-site
3.3886E+5,open-space-and-leisure,IFS696,IFS696/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2020-03-03,,/developer-agreement-contribution/local-authority-eng/ERY/IFS696-open-space-and-leisure-off-site
180774,open-space-and-leisure,IFS696,IFS696/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2020-03-03,,/developer-agreement-contribution/local-authority-eng/ERY/IFS696-open-space-and-leisure-on-site
5E+2,other,IFS696,IFS696/other_pspo,,2020-12-31,local-authority-eng:ERY,2020-03-03,,/developer-agreement-contribution/local-authority-eng/ERY/IFS696-other-pspo
0,affordable-housing,IFS696,IFS696/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2020-03-03,10,/developer-agreement-contribution/local-authority-eng/ERY/IFS696-affordable-housing-on-site
1.422E+4,affordable-housing,IFS696,IFS696/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2020-03-03,,/developer-agreement-contribution/local-authority-eng/ERY/IFS696-affordable-housing-off-site
5.78E+3,affordable-housing,IFS666,IFS666/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-07-24,,/developer-agreement-contribution/local-authority-eng/ERY/IFS666-affordable-housing-off-site
506,open-space-and-leisure,IFS666,IFS666/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-07-24,,/developer-agreement-contribution/local-authority-eng/ERY/IFS666-open-space-and-leisure-off-site
291996,open-space-and-leisure,IFS686,IFS686/open-space-and-leisure_off-site,2019-11-29,2020-12-31,local-authority-eng:ERY,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS686-open-space-and-leisure-off-site
291996,open-space-and-leisure,IFS685,IFS685/open-space-and-leisure_off-site-1,,2020-12-31,local-authority-eng:ERY,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-open-space-and-leisure-off-site-1
8488,open-space-and-leisure,IFS685,IFS685/open-space-and-leisure_off-site-2,,2020-12-31,local-authority-eng:ERY,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-open-space-and-leisure-off-site-2
0,open-space-and-leisure,IFS686,IFS686/open-space-and-leisure_on-site,2019-11-29,2020-12-31,local-authority-eng:ERY,2019-11-29,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS686-open-space-and-leisure-on-site
0,open-space-and-leisure,IFS685,IFS685/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-11-29,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-open-space-and-leisure-on-site
5E+2,other,IFS686,IFS686/other_pspo,2019-11-29,2020-12-31,local-authority-eng:ERY,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS686-other-pspo
5E+2,other,IFS685,IFS685/other_pspo,,2020-12-31,local-authority-eng:ERY,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-other-pspo
62812,open-space-and-leisure,IFS658,IFS658/open-space-and-leisure_off-site-1,,2020-12-31,local-authority-eng:ERY,2019-05-13,,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-open-space-and-leisure-off-site-1
852,open-space-and-leisure,IFS658,IFS658/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-05-13,,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-open-space-and-leisure-on-site
568,open-space-and-leisure,IFS658,IFS658/open-space-and-leisure_off-site-2,,2020-12-31,local-authority-eng:ERY,2019-05-13,,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-open-space-and-leisure-off-site-2
0,green-infrastructure,IFS658,IFS658/green-infrastructure_landscaping,,2020-12-31,local-authority-eng:ERY,2019-05-13,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-green-infrastructure-landscaping
0,affordable-housing,IFS658,IFS658/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-05-13,5,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-affordable-housing-on-site
5225,open-space-and-leisure,IFS695,IFS695/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2020-02-26,,/developer-agreement-contribution/local-authority-eng/ERY/IFS695-open-space-and-leisure-off-site
0,affordable-housing,IFS687,IFS687/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-12-20,87,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-affordable-housing-on-site
1.545E+4,affordable-housing,IFS687,IFS687/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-12-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-affordable-housing-off-site
23951,highways,IFS687,IFS687/highways_improvement,,2020-12-31,local-authority-eng:ERY,2019-12-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-highways-improvement
333408,education,IFS687,IFS687/education,,2020-12-31,local-authority-eng:ERY,2019-12-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-education
831154,open-space-and-leisure,IFS687,IFS687/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-12-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-open-space-and-leisure-off-site
0,open-space-and-leisure,IFS687,IFS687/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-12-20,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-open-space-and-leisure-on-site
5E+2,other,IFS687,IFS687/other_pspo,,2020-12-31,local-authority-eng:ERY,2019-12-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-other-pspo
17512,open-space-and-leisure,IFS689,IFS689/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2020-02-05,,/developer-agreement-contribution/local-authority-eng/ERY/IFS689-open-space-and-leisure-off-site
0,open-space-and-leisure,IFS689,IFS689/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2020-02-05,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS689-open-space-and-leisure-on-site
58151,open-space-and-leisure,IFS683,IFS683/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-11-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS683-open-space-and-leisure-off-site
0,open-space-and-leisure,IFS683,IFS683/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-11-20,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS683-open-space-and-leisure-on-site
0,affordable-housing,IFS683,IFS683/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-11-20,8,/developer-agreement-contribution/local-authority-eng/ERY/IFS683-affordable-housing-on-site
1.445E+4,affordable-housing,IFS683,IFS683/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-11-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS683-affordable-housing-off-site
45018.3,education,IFS671,IFS671/education,,2020-12-31,local-authority-eng:ERY,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS671-education
6923.1,highways,IFS671,IFS671/highways-improvement,,2020-12-31,local-authority-eng:ERY,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS671-highways-improvement
13747.3,highways,IFS671,IFS671/highways-improvement,,2020-12-31,local-authority-eng:ERY,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS671-highways-improvement
49382.9,open-space-and-leisure,IFS671,IFS671/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS671-open-space-and-leisure-off-site
0,affordable-housing,IFS671,IFS671/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-09-10,2,/developer-agreement-contribution/local-authority-eng/ERY/IFS671-affordable-housing-on-site
3.28E+4,affordable-housing,IFS671,IFS671/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS671-affordable-housing-off-site
0,affordable-housing,IFS680,IFS680/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-10-21,14,/developer-agreement-contribution/local-authority-eng/ERY/IFS680-affordable-housing-on-site
142408,education,IFS680,IFS680/education,,2020-12-31,local-authority-eng:ERY,2019-10-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS680-education
186944,open-space-and-leisure,IFS680,IFS680/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-10-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS680-open-space-and-leisure-off-site
0,open-space-and-leisure,IFS680,IFS680/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-10-21,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS680-open-space-and-leisure-on-site
5E+2,other,IFS680,IFS680/other_pspo,,2020-12-31,local-authority-eng:ERY,2019-10-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS680-other-pspo
1744,open-space-and-leisure,IFS690,IFS690/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2020-02-11,,/developer-agreement-contribution/local-authority-eng/ERY/IFS690-open-space-and-leisure-off-site
9.74E+3,affordable-housing,IFS690,IFS690/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2020-02-11,,/developer-agreement-contribution/local-authority-eng/ERY/IFS690-affordable-housing-off-site
145954,open-space-and-leisure,IFS699,IFS699/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2020-03-24,,/developer-agreement-contribution/local-authority-eng/ERY/IFS699-open-space-and-leisure-off-site
0,open-space-and-leisure,IFS699,IFS699/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2020-03-24,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS699-open-space-and-leisure-on-site
5E+2,other,IFS699,IFS699/other_pspo,,2020-12-31,local-authority-eng:ERY,2020-03-24,,/developer-agreement-contribution/local-authority-eng/ERY/IFS699-other-pspo
